字,拼音,IPA,備註
輾,nrang3,ɳã3,
轂,guaq5,kuʌʔ5,
轅,yue2,yẽ̞2,
輿,yu2,y2,
轉,zuon3,tsuõ̞3,
轉,zuon4,tsuõ̞4,
轍,zhaq6,tʂʌʔ6,
轔,lieng2,liəŋ2,
轎,jio4,tɕiɔ4,
轟,hueng1,xuəŋ1,
轡,bi4,pi4,
辛,xieng1,ɕiəŋ1,
辜,gu1,ku1,
辟,piaq5,pʰiʌʔ5,
辟,biaq5,piʌʔ5,
辣,laq6,lʌʔ6,
辨,bie4,pie̞4,
辦,bang4,pã4,
辭,cr2,tsʰɿ2,
辯,bie4,pie̞4,
辰,cheng2,tʂʰəŋ2,
辱,zsuaq6,zuʌʔ6,
農,neng2,ȵəŋ2,
迂,yu2,y2,
迆,yi2,i2,
迅,xieng4,ɕiəŋ4,
迄,qiaq5,tɕʰiʌʔ5,
巡,xyueng2,ɕyəŋ2,
迎,yeng2,iəŋ2,
返,huon3,xuõ̞3,
近,jieng4,tɕiəŋ4,
述,suaq6,suʌʔ6,
迦,jia1,tɕia1,
迢,tio2,tʰiɔ2,
迪,diaq6,tiʌʔ6,
迥,jyueng3,tɕyəŋ3,
迭,diaq6,tiʌʔ6,
迫,piaq5,pʰiʌʔ5,
送,sueng4,suəŋ4,
逆,niaq6,ȵiʌʔ6,
迷,mi2,mi2,
退,tuae4,tʰuɛ4,
迺,nae3,ȵɛ3,
迴,huae2,xuɛ2,
逃,to2,tʰɔ2,
追,zuei1,tsuei1,
逅,hou4,xɤu4,
這,nie4,ȵie̞4,
這,zaq5,tsʌʔ5,
這,zae3,tsɛ3,
逍,xio1,ɕiɔ1,
通,tueng1,tʰuəŋ1,
逗,dou4,tɤu4,
連,lie2,lie̞2,
速,xyuaq5,ɕyʌʔ5,
逝,shr4,ʂʅ4,
逐,zuaq6,tsuʌʔ6,
逕,jieng4,tɕiəŋ4,
逞,cheng3,tʂʰəŋ3,
造,co4,tsʰɔ4,
造,zo4,tsɔ4,
透,tou4,tʰɤu4,
逢,hueng2,xuəŋ2,
逖,tiaq5,tʰiʌʔ5,
逛,guon4,kuõ̞4,
途,tu2,tʰu2,
逮,dae4,tɛ4,
逮,dae3,tɛ3,
逵,kuei2,kʰuei2,
週,zhou1,tʂɤu1,
逸,yaq6,iʌʔ6,
進,jieng4,tɕiəŋ4,
運,yueng4,yəŋ4,
遊,you2,iɤu2,
道,do4,tɔ4,
遂,suei4,suei4,
達,daq6,tʌʔ6,
逼,biaq5,piʌʔ5,
違,wei2,uei2,
遐,xia2,ɕia2,
遇,yu4,y4,
遏,ngaq5,ŋʌʔ5,
過,guo4,kuo̞4,
過,guei4,kuei4,
遍,bie4,pie̞4,
遑,huon2,xuõ̞2,
逾,yu2,y2,
遁,dueng4,tuəŋ4,
遠,yue3,yẽ̞3,
遘,gou4,kɤu4,
遜,xyueng4,ɕyəŋ4,
遣,qie3,tɕʰie̞3,
遙,yo2,iɔ2,
遞,di4,ti4,
適,shaq5,ʂʌʔ5,
遮,zhe1,tʂʅɘ1,
遨,ngo2,ŋɔ2,
遭,zo1,tsɔ1,
遷,qie1,tɕʰie̞1,
遵,zueng1,tsuəŋ1,
遴,lieng2,liəŋ2,
選,xyue3,ɕyẽ̞3,
遲,chr2,tʂʰʅ2,
遲,zhr2,tʂʅ2,
遼,lio2,liɔ2,
遺,wei2,uei2,
遺,yi2,i2,
避,bi4,pi4,
遽,jyu4,tɕy4,
還,huon2,xuõ̞2,
邁,mae4,mɛ4,
邂,xie4,ɕie̞4,
邀,yo1,iɔ1,
邇,er3,ər3,
邊,bie1,pie̞1,
邐,li3,li3,
邏,luo4,luo̞4,
邑,yaq5,iʌʔ5,
邕,yueng1,yəŋ1,
邢,xieng2,ɕiəŋ2,
邢,xi2,ɕi2,
邪,xie2,ɕie̞2,
邦,bang1,pã1,
那,na4,ȵa4,
邵,sho4,ʂɔ4,
邸,di3,ti3,
邱,qiou1,tɕʰiɤu1,
郊,jio1,tɕiɔ1,
郎,lang2,lã2,
郁,yuaq5,yʌʔ5,
郡,jyueng4,tɕyəŋ4,
部,bu4,pu4,
郭,guaq5,kuʌʔ5,
都,du1,tu1,
鄂,ngaq6,ŋʌʔ6,
郵,you2,iɤu2,
鄉,xiang1,ɕiã1,
鄒,zou1,tsɤu1,
鄙,bi3,pi3,
鄰,lieng2,liəŋ2,
鄭,zheng4,tʂəŋ4,
鄧,deng4,təŋ4,
鄱,po2,pʰɔ2,
鄹,zou1,tsɤu1,
酉,you3,iɤu3,
酋,qiou2,tɕʰiɤu2,
酊,dieng3,tiəŋ3,
酒,jiou3,tɕiɤu3,
配,pae4,pʰɛ4,
酌,zuaq5,tsuʌʔ5,
酗,xyu4,ɕy4,
酣,hang1,xã1,
酥,sou1,sɤu1,
酬,chou2,tʂʰɤu2,
酪,laq6,lʌʔ6,
酩,mieng3,miəŋ3,
酵,jio4,tɕiɔ4,
酸,suon1,suõ̞1,
酷,kuaq5,kʰuʌʔ5,
醇,cueng2,tsʰuəŋ2,
醉,zuei4,tsuei4,
醋,cou4,tsʰɤu4,
醃,ye1,ie̞1,
醒,xieng1,ɕiəŋ1,
醣,tang2,tʰã2,
醞,yueng4,yəŋ4,
醜,chou3,tʂʰɤu3,
醫,yi1,i1,
醬,jiang4,tɕiã4,
醺,xyueng1,ɕyəŋ1,
釀,niang4,ȵiã4,
釁,xieng4,ɕiəŋ4,
采,cae3,tsʰɛ3,
釉,you4,iɤu4,
釋,shaq5,ʂʌʔ5,
里,li3,li3,
重,cueng2,tsʰuəŋ2,
重,zueng2,tsuəŋ2,
重,zueng4,tsuəŋ4,
野,ye3,ie̞3,
量,liang2,liã2,
量,luo2,luo̞2,
量,liang4,liã4,
釐,li2,li2,
金,jieng1,tɕiəŋ1,
釘,dieng1,tiəŋ1,
釘,di1,ti1,
釘,di4,ti4,
針,zheng1,tʂəŋ1,
釗,zho1,tʂɔ1,
釜,hu3,xu3,
釵,cae1,tsʰɛ1,
釦,kou3,kʰɤu3,
釣,dio4,tiɔ4,
釧,cuon4,tsʰuõ̞4,
鈔,co1,tsʰɔ1,
鈣,gae4,kɛ4,
鈕,nrou3,ɳɤu3,
鈉,naq6,ȵʌʔ6,
鈞,jyueng1,tɕyəŋ1,
鈍,dueng4,tuəŋ4,
鈐,qie2,tɕʰie̞2,
鈷,gu3,ku3,
鉗,qie2,tɕʰie̞2,
鈸,baq6,pʌʔ6,
鉀,jiaq5,tɕiʌʔ5,
鈾,you4,iɤu4,
鉛,qiang1,tɕʰiã1,
鉛,ye2,ie̞2,
鉤,gou1,kɤu1,
鉑,biaq5,piʌʔ5,
鈴,lieng2,liəŋ2,
鉸,jio3,tɕiɔ3,
銬,ko4,kʰɔ4,
銀,nieng2,ȵiəŋ2,
銅,tueng2,tʰuəŋ2,
銅,dueng2,tuəŋ2,
銘,mieng2,miəŋ2,
銖,zw1,tsʮ1,
鉻,gaq5,kʌʔ5,
銓,qyue1,tɕʰyẽ̞1,
銜,hang2,xã2,
鋅,xieng1,ɕiəŋ1,
銻,di4,ti4,
銷,xio1,ɕiɔ1,
鋪,pu1,pʰu1,
鋤,cw2,tsʰʮ2,
鋤,sw2,sʮ2,
鋁,luei3,luei3,
銳,zsuei4,zuei4,
銼,cuo2,tsʰuo̞2,
鋒,hueng1,xuəŋ1,
錠,dieng4,tiəŋ4,
錶,bio3,piɔ3,
鋸,jyu4,tɕy4,
錳,meng3,məŋ3,
錯,cuo4,tsʰuo̞4,
錯,caq5,tsʰʌʔ5,
錢,qie2,tɕʰie̞2,
錢,jie2,tɕie̞2,
鋼,gang1,kã1,
錫,xiaq5,ɕiʌʔ5,
錄,luaq6,luʌʔ6,
錚,zeng1,tsəŋ1,
錐,zuei1,tsuei1,
錦,jieng3,tɕiəŋ3,
鍍,du4,tu4,
鎂,mei3,mei3,
錨,mo2,mɔ2,
鍵,jie4,tɕie̞4,
鍊,lyue4,lyẽ̞4,
鍥,qiaq5,tɕʰiʌʔ5,
鍋,guo1,kuo̞1,
鍋,guei1,kuei1,
錘,cuei2,tsʰuei2,
鍾,zueng1,tsuəŋ1,
鍬,qio1,tɕʰiɔ1,
鍛,duon4,tuõ̞4,
鎔,yueng2,yəŋ2,
鎊,bang4,pã4,
鎖,suo3,suo̞3,
鎖,xyue3,ɕyẽ̞3,
鎢,wu1,u1,
鎳,niaq6,ȵiʌʔ6,
鎮,zheng1,tʂəŋ1,
鏡,jieng4,tɕiəŋ4,
鏡,ji4,tɕi4,
鏑,diaq5,tiʌʔ5,
鏟,cang3,tsʰã3,
鏃,jyuaq5,tɕyʌʔ5,
鏈,lie4,lie̞4,
鏜,tang2,tʰã2,
鏖,ngo2,ŋɔ2,
鏢,bio1,piɔ1,
鏘,qiang1,tɕʰiã1,
鏤,lou4,lɤu4,
鏗,keng1,kʰəŋ1,
鐘,zueng1,tsuəŋ1,
鐃,nzo2,nzɔ2,
鏽,xiou4,ɕiɤu4,
鐮,lie2,lie̞2,
鐳,luae2,luɛ2,
鐵,tiaq5,tʰiʌʔ5,
鐺,dang1,tã1,
鐸,daq6,tʌʔ6,
鐲,zuaq6,tsuʌʔ6,
鑄,zw4,tsʮ4,
鑑,jiang4,tɕiã4,
鑒,jiang4,tɕiã4,
鑣,bio1,piɔ1,
鑠,suaq5,suʌʔ5,
鑲,xiang1,ɕiã1,
鑰,yuaq6,yʌʔ6,
鑽,zuon1,tsuõ̞1,
鑽,zuon4,tsuõ̞4,
鑾,luon2,luõ̞2,
鑼,luo2,luo̞2,
鑼,lei2,lei2,
鑿,zaq6,tsʌʔ6,
長,chang2,tʂʰã2,
長,zuo2,tsuo̞2,
長,zuo3,tsuo̞3,
長,zhang3,tʂã3,
門,meng2,məŋ2,
閂,suon1,suõ̞1,
閃,shang3,ʂã3,
閉,bi4,pi4,
閔,mieng3,miəŋ3,
閏,zsueng4,zuəŋ4,
開,kae1,kʰɛ1,
閑,xiang2,ɕiã2,
間,jiang1,tɕiã1,
閒,xiang2,ɕiã2,
閘,zaq5,tsʌʔ5,
閡,ngae4,ŋɛ4,未知，存疑
閨,guei1,kuei1,
閨,jyu1,tɕy1,
閩,mieng3,miəŋ3,
閣,gaq5,kʌʔ5,
閥,huaq6,xuʌʔ6,
閤,gaq5,kʌʔ5,
閭,luei3,luei3,
閱,yuaq6,yʌʔ6,
閻,ye2,ie̞2,
闊,kuaq5,kʰuʌʔ5,
闋,qyuaq5,tɕʰyʌʔ5,
闌,lang2,lã2,
闈,wei2,uei2,
闆,bang3,pã3,
闔,haq6,xʌʔ6,
闖,cuon3,tsʰuõ̞3,
闐,tie2,tʰie̞2,
關,guon1,kuõ̞1,
闡,chang3,tʂʰã3,
闢,piaq5,pʰiʌʔ5,
阜,hu4,xu4,
阡,qie1,tɕʰie̞1,
防,huon2,xuõ̞2,
阮,yue2,yẽ̞2,存疑
阱,jieng3,tɕiəŋ3,
阪,bang3,pã3,
陀,tuo2,tʰuo̞2,
阿,ngo1,ŋɔ1,
阿,ngie1,ŋie̞1,
阻,zw3,tsʮ3,
附,hu4,xu4,
限,xiang4,ɕiã4,
陋,lou4,lɤu4,
陌,miaq6,miʌʔ6,
降,xiang2,ɕiã2,
院,yue4,yẽ̞4,
陣,zheng4,tʂəŋ4,
陡,dou3,tɤu3,
陛,bi4,pi4,
陝,shang3,ʂã3,
除,cw2,tsʰʮ2,
陪,pae2,pʰɛ2,
陵,lieng2,liəŋ2,
陳,cheng2,tʂʰəŋ2,
陸,luaq6,luʌʔ6,
陰,yeng1,iəŋ1,
陴,pi2,pʰi2,
陶,to2,tʰɔ2,
陶,do2,tɔ2,
陷,xiang4,ɕiã4,
隊,duae4,tuɛ4,
階,jie1,tɕie̞1,
隋,suei2,suei2,
陽,yang2,iã2,
陽,yuo2,yo̞2,
隅,yu2,y2,
隆,lueng2,luəŋ2,
隍,huon2,xuõ̞2,
陲,cuei2,tsʰuei2,
隘,ngae4,ŋɛ4,
隔,gaq5,kʌʔ5,
隔,jiaq5,tɕiʌʔ5,
隕,yueng3,yəŋ3,
隙,xiaq5,ɕiʌʔ5,
障,zhang4,tʂã4,
際,ji4,tɕi4,
隧,suei4,suei4,
隨,suei2,suei2,
隨,xyu2,ɕy2,
險,xie3,ɕie̞3,
隱,yeng3,iəŋ3,
隴,lueng3,luəŋ3,
隸,li4,li4,
隻,zhaq5,tʂʌʔ5,
雀,qyuaq5,tɕʰyʌʔ5,
雀,qio3,tɕʰiɔ3,
雁,niang4,ȵiã4,
雅,ya3,ia3,
雄,xyueng2,ɕyəŋ2,
雋,jyue4,tɕyẽ̞4,
集,jiaq6,tɕiʌʔ6,
雇,gu4,ku4,
雍,yueng1,yəŋ1,
雉,zhr4,tʂʅ4,
雌,cr1,tsʰɿ1,
雕,dio1,tiɔ1,
雖,suei1,suei1,
雜,zaq6,tsʌʔ6,
雙,suon1,suõ̞1,
雙,cuo1,tsʰuo̞1,
雛,cw2,tsʰʮ2,
雞,ji1,tɕi1,
離,li2,li2,
難,nang2,ȵã2,
難,nang4,ȵã4,
雨,yu3,y3,
雪,xyuaq5,ɕyʌʔ5,
雯,weng2,uəŋ2,
雲,yueng2,yəŋ2,
雷,luae2,luɛ2,
電,die4,tie̞4,
雹,baq6,pʌʔ6,
零,lieng2,liəŋ2,
零,li2,li2,
需,xyu1,ɕy1,
霄,xio1,ɕiɔ1,
霆,tieng2,tʰiəŋ2,
震,zheng4,tʂəŋ4,
霉,mae2,mɛ2,
霎,saq5,sʌʔ5,
霑,zhang1,tʂã1,
霖,lieng2,liəŋ2,
霍,huaq5,xuʌʔ5,
霓,ni2,ȵi2,
霏,huei1,xuei1,
霜,suon1,suõ̞1,
霞,xia2,ɕia2,
霪,yeng2,iəŋ2,
霧,wu4,u4,
霸,ba4,pa4,
霹,piaq5,pʰiʌʔ5,
露,lou4,lɤu4,
霽,ji4,tɕi4,
霾,mae2,mɛ2,
靂,liaq6,liʌʔ6,
靈,lieng2,liəŋ2,
靄,ngae4,ŋɛ4,
青,qieng1,tɕʰiəŋ1,
青,cei1,tsʰei1,
靖,jieng4,tɕiəŋ4,
靛,die4,tie̞4,
靜,jieng4,tɕiəŋ4,
非,huei1,xuei1,
靠,ko4,kʰɔ4,
靡,mi3,mi3,
面,mie4,mie̞4,
靦,tie3,tʰie̞3,
靨,yaq5,iʌʔ5,
革,gaq5,kʌʔ5,
靴,xyue1,ɕyẽ̞1,
靶,ba4,pa4,
靶,ba3,pa3,
靼,daq5,tʌʔ5,
鞅,yang3,iã3,
鞍,ngang1,ŋã1,
鞋,xie2,ɕie̞2,
鞋,hae2,xɛ2,
鞏,jyueng3,tɕyəŋ3,
鞏,gueng3,kuəŋ3,
鞘,so1,sɔ1,
鞠,jyuaq5,tɕyʌʔ5,
鞣,rou2,ɻɤu2,
鞦,qiou1,tɕʰiɤu1,
鞭,bie1,pie̞1,
韃,daq6,tʌʔ6,
韁,jiang1,tɕiã1,
韆,qie1,tɕʰie̞1,
韋,wei2,uei2,
韌,reng4,ɻəŋ4,
韓,hang2,xã2,
韜,to1,tʰɔ1,
韭,jiou3,tɕiɤu3,
音,yeng1,iəŋ1,
章,zhang1,tʂã1,
竟,jieng4,tɕiəŋ4,
韶,sho2,ʂɔ2,
韻,yueng4,yəŋ4,
響,xiang3,ɕiã3,
頁,yaq6,iʌʔ6,
頂,dieng3,tiəŋ3,
頃,qieng1,tɕʰiəŋ1,
項,xiang4,ɕiã4,
項,xyuo4,ɕyo̞4,
順,sueng4,suəŋ4,
須,xyu1,ɕy1,
預,yu4,y4,
頑,won2,uõ̞2,
頓,dueng4,tuəŋ4,
頒,bang1,pã1,
頌,sueng4,suəŋ4,
頗,po1,pʰɔ1,
領,lieng3,liəŋ3,
領,li3,li3,
頡,jiaq5,tɕiʌʔ5,
頰,jiaq5,tɕiʌʔ5,
頸,jieng3,tɕiəŋ3,
頻,pieng2,pʰiəŋ2,
頷,hang4,xã4,
頭,tou2,tʰɤu2,
頭,dou2,tɤu2,
頹,tuae2,tʰuɛ2,
頤,yi2,i2,
顆,kuo3,kʰuo̞3,
顆,kuei3,kʰuei3,
額,ngaq6,ŋʌʔ6,
顏,niang2,ȵiã2,
題,ti2,tʰi2,
顎,ngaq5,ŋʌʔ5,
顓,zuon1,tsuõ̞1,
類,luei4,luei4,
願,yue4,yẽ̞4,
顛,die1,tie̞1,
顧,gu4,ku4,
顫,zhang4,tʂã4,
顯,xie3,ɕie̞3,
顰,pieng2,pʰiəŋ2,
顱,lou2,lɤu2,
風,hueng1,xuəŋ1,
颯,saq5,sʌʔ5,
颱,tae2,tʰɛ2,
颳,guaq5,kuʌʔ5,
颶,jyu4,tɕy4,
颺,yang2,iã2,
颼,sou1,sɤu1,
飄,pio2,pʰiɔ2,
飛,huei1,xuei1,
食,shaq6,ʂʌʔ6,
食,si4,si4,
飢,ji1,tɕi1,
飧,sueng1,suəŋ1,
飪,reng3,ɻəŋ3,
飯,huon4,xuõ̞4,
飩,tueng2,tʰuəŋ2,
飲,yeng3,iəŋ3,
飭,chaq5,tʂʰʌʔ5,
飼,sr4,sɿ4,
飴,yi2,i2,
飽,bo3,pɔ3,
飾,shaq5,ʂʌʔ5,
餃,jio3,tɕiɔ3,
餅,bieng3,piəŋ3,
餌,er4,ər4,
餉,shang4,ʂã4,
養,yang3,iã3,
養,yuo3,yo̞3,
餓,ngo4,ŋɔ4,
餓,ngie4,ŋie̞4,
餒,nae3,ȵɛ3,
餘,yu2,y2,
餐,cang1,tsʰã1,
館,guon3,kuõ̞3,
餞,jie4,tɕie̞4,
餛,hueng2,xuəŋ2,
餡,xiang4,ɕiã4,
餵,wei4,uei4,
餵,yu4,y4,
餾,liou4,liɤu4,
餿,sou1,sɤu1,
餽,guei4,kuei4,
饅,mang2,mã2,
饒,ro2,ɻɔ2,
饑,ji1,tɕi1,
饜,ye1,ie̞1,
饞,cang2,tsʰã2,
首,shou3,ʂɤu3,
香,xiang1,ɕiã1,
馥,haq6,xʌʔ6,
馨,xieng1,ɕiəŋ1,
馬,ma3,ma3,
馮,hueng2,xuəŋ2,
馭,yu4,y4,
馳,chr2,tʂʰʅ2,
馱,tuo2,tʰuo̞2,
馴,xyueng4,ɕyəŋ4,
駁,baq5,pʌʔ5,
駝,tuo2,tʰuo̞2,
駝,dei2,tei2,
駐,zw4,tsʮ4,
駟,sr4,sɿ4,
駛,sr3,sɿ3,
駑,nou2,ȵɤu2,
駕,jia4,tɕia4,
駒,jyu1,tɕy1,
駙,hu4,xu4,
駭,hae4,xɛ4,
駢,pie2,pʰie̞2,
駱,laq6,lʌʔ6,
駱,lo4,lɔ4,
騁,cheng3,tʂʰəŋ3,
駿,jyueng4,tɕyəŋ4,
騎,qi2,tɕʰi2,
騎,ji2,tɕi2,
騎,ji4,tɕi4,
騖,wu4,u4,
騙,pie4,pʰie̞4,
騫,qie1,tɕʰie̞1,
騰,teng2,tʰəŋ2,
騰,deng2,təŋ2,
騷,so1,sɔ1,
驅,qyu1,tɕʰy1,
驃,bio4,piɔ4,
驀,miaq6,miʌʔ6,
騾,luo2,luo̞2,
騾,lei2,lei2,
驕,jio1,tɕiɔ1,
驚,jieng1,tɕiəŋ1,
驛,yaq6,iʌʔ6,
驗,nie4,ȵie̞4,
驟,zou4,tsɤu4,
驢,luei2,luei2,
驥,ji4,tɕi4,
驪,li2,li2,
骨,guaq5,kuʌʔ5,
骯,ngang1,ŋã1,
骰,tou2,tʰɤu2,
骷,ku1,kʰu1,
骷,guaq6,kuʌʔ6,
骸,xie2,ɕie̞2,
骼,gaq5,kʌʔ5,
髏,lou2,lɤu2,
髒,zang1,tsã1,
髓,suei3,suei3,
體,ti3,tʰi3,
高,go1,kɔ1,
髦,mo2,mɔ2,
髮,huaq5,xuʌʔ5,
髯,rang2,ɻã2,
髻,ji4,tɕi4,
髭,zr1,tsɿ1,
鬃,cueng2,tsʰuəŋ2,
鬆,sueng1,suəŋ1,
鬍,hu2,xu2,
鬚,xyu1,ɕy1,
鬢,bieng4,piəŋ4,
鬥,dou4,tɤu4,
鬧,no4,ȵɔ4,
鬨,hueng4,xuəŋ4,
鬱,yuaq5,yʌʔ5,
鬲,gaq5,kʌʔ5,
鬼,guei3,kuei3,
魁,kuae1,kʰuɛ1,
魂,hueng2,xuəŋ2,
魅,mi4,mi4,
魄,piaq5,pʰiʌʔ5,
魏,wei4,uei4,
魏,yu4,y4,
魔,mo2,mɔ2,
魔,mei2,mei2,
魘,ye3,ie̞3,
魚,yu2,y2,
魚,nyu2,ȵy2,
魷,you2,iɤu2,
魯,lou3,lɤu3,
鮑,bo4,pɔ4,
鮮,xie1,ɕie̞1,
鮫,jio1,tɕiɔ1,
鮪,wei3,uei3,
鯊,sa1,sa1,
鯉,li3,li3,
鯽,jiaq5,tɕiʌʔ5,
鯨,jieng1,tɕiəŋ1,
鯧,chang1,tʂʰã1,
鰓,sae1,sɛ1,
鰍,qiou1,tɕʰiɤu1,
鰭,qi2,tɕʰi2,
鰥,guon1,kuõ̞1,
鱉,biaq5,piʌʔ5,
鰱,lie2,lie̞2,
鰾,bio4,piɔ4,
鰻,mang2,mã2,
鱔,shang4,ʂã4,
鱗,lieng2,liəŋ2,
鱖,guei4,kuei4,
鱷,ngaq5,ŋʌʔ5,
鱸,lou2,lɤu2,
鳥,nio3,ȵiɔ3,
鳩,jiou1,tɕiɤu1,
鳴,mieng2,miəŋ2,
鳶,yue2,yẽ̞2,
鳳,hueng4,xuəŋ4,
鴆,zheng4,tʂəŋ4,
鴉,ya1,ia1,
鴉,nga1,ŋa1,
鴕,tuo2,tʰuo̞2,
鴣,gu1,ku1,
鴦,yang1,iã1,
鴨,ngaq5,ŋʌʔ5,
鴒,lieng2,liəŋ2,
鴛,yue1,yẽ̞1,
鴻,hueng2,xuəŋ2,
鴿,gaq5,kʌʔ5,
鵑,jyue1,tɕyẽ̞1,
鵝,ngo2,ŋɔ2,
鵝,ngie2,ŋie̞2,
鵠,huaq6,xuʌʔ6,
鶉,cueng2,tsʰuəŋ2,
鵡,wu3,u3,
鵲,qyuaq5,tɕʰyʌʔ5,
鵲,qiaq5,tɕʰiʌʔ5,
鵪,ngang1,ŋã1,
鵬,peng2,pʰəŋ2,
鶯,yeng1,iəŋ1,
鶴,haq6,xʌʔ6,
鷂,yo2,iɔ2,
鷓,zhe4,tʂʅɘ4,
鷗,ngou1,ŋɤu1,
鷥,sr1,sɿ1,
鷹,yeng1,iəŋ1,
鷺,lou4,lɤu4,
鸚,yeng1,iəŋ1,
鸞,luon2,luõ̞2,
鹹,xiang2,ɕiã2,
鹹,hang2,xã2,
鹼,jiang3,tɕiã3,
鹽,ye2,ie̞2,
鹿,luaq6,luʌʔ6,
麂,ji3,tɕi3,
麋,mi2,mi2,
麒,qi2,tɕʰi2,
麗,li4,li4,
麓,luaq6,luʌʔ6,
麝,she4,ʂʅɘ4,
麟,lieng2,liəŋ2,
麥,miaq6,miʌʔ6,
麩,hu1,xu1,
麴,qyuaq5,tɕʰyʌʔ5,
麵,mie4,mie̞4,
麻,ma2,ma2,
麼,mo3,mɔ3,
麾,huei1,xuei1,
黃,huon2,xuõ̞2,
黃,huo2,xuo̞2,
黍,sw3,sʮ3,
黎,li2,li2,
黏,nrang2,ɳã2,
黑,haq5,xʌʔ5,
墨,miaq6,miʌʔ6,
默,miaq6,miʌʔ6,
黔,qieng2,tɕʰiəŋ2,
點,die3,tie̞3,
黜,cuaq5,tsʰuʌʔ5,
黝,you3,iɤu3,
黛,dae4,tɛ4,
黠,xiaq6,ɕiʌʔ6,
黨,dang3,tã3,
黯,ngang4,ŋã4,
黴,mae2,mɛ2,
黷,duaq6,tuʌʔ6,
鼇,ngo2,ŋɔ2,
鼎,dieng3,tiəŋ3,
鼓,gu3,ku3,
鼕,dueng1,tuəŋ1,
鼙,pi2,pʰi2,
鼠,sw3,sʮ3,
鼬,you4,iɤu4,
鼴,ye3,ie̞3,
鼻,biaq6,piʌʔ6,
鼾,hang1,xã1,
齊,cei2,tsʰei2,
齋,zae1,tsɛ1,
齒,cr3,tsʰɿ3,
齟,zw4,tsʮ4,
齣,cuaq5,tsʰuʌʔ5,
齡,lieng2,liəŋ2,
齜,zr1,tsɿ1,
齦,nieng2,ȵiəŋ2,
齬,yu2,y2,
齪,cuaq5,tsʰuʌʔ5,
齷,yuaq5,yʌʔ5,
齲,qyu3,tɕʰy3,
龍,lueng2,luəŋ2,
龔,gueng3,kuəŋ3,
龜,guei1,kuei1,
